"episode_id","title_es","text"
"e24","Lucas, un niño lavkenche","Hello, my name is Lucas and I am 8 years old. I live in Ponotro in the Tirúa community in the Bío'bío region. Here where I live is very green and there is a lot of grass. I love it. Once I went out of an expedition with my dad and he showed me many native trees, arrayanes, hazelnuts, boldo and peumos and also many little birds such as the piuquén, tordos, slut and he who likes the most is the treile, because he always stops in me yard. That time, I was very lucky, because I found a mountain monkey. When I saw it it seemed like a rock, but then it began to move. It was great. In winter it runs fed up and it rains a lot. Sometimes there are storms, they scare me and I like to run to hug my mother. We live in Mapuche territory, on the coast of Ponotro. We are sinks, which in Chedungun means sea person. Because Lavken, it's sea and che person, Lavquenches. Here I live with my mother, it's called Loreto and looks young about 17 years. My dad Elvis, he looks bigger, but the same young and my Isidora sister is small, he is two years old. In spring I like to follow butterflies, there are many of different colors and sizes. And I like to follow them, some cannot be seen because they are hidden in the flowers. I like to do things with my mother, let's water the garden, we hang the clothes. And with my dad we are close to the beach while in him he talks to me about nature, we see Coyoi's collectors, there they get on the shore and take a lot of them. My grandparents and my brother Pablo live near us. Well, it's really my uncle but I tell him brother because we love each other a lot. We play both together, although sometimes he wants to send me and starts fighting, but as in 5 minutes we are already reconciled. Sometimes, he also gets angry with me and tells me I'm not going to make your brother more and I tell him that he will still be my uncle. What we like to do the most is to scare the salt flats and spy them to see where they put the eggs. For us it is like a game and a spy mission. It is fantastic and stealthy. My Bibiana grandmother is a very good weaver, there is no day that she is not weaving. Weave Telares, Huimica, which are drawings in looms. There are people, Olitas del Mar and Arañitas, which she likes to do. It has tried to teach me but it is very difficult and I have not been able to. I help you better to ovillate the wool, so it puts it in your hand and you are shaping until it becomes a ball. In school we play Palín, which is a traditional game. It is played with a wiño, which is a stick, which has a return on the tip and you have to hit a ball called Pali. The two teams try to move forward with the ball until the line is like a goal. The one who makes the winner more stripes. We celebrate the Wuñol Tripantu which is the new return to the sun or the return of the sun. We all participate in my school, we go with our blanket and trarilonco to the beach and we pray for thanks and we give an offering so that we do well in the new sun cycle. And the great dutch dancing that means dance in Chedungún, to connect with the earth. I like to celebrate my traditions, I really like to be Lavkenche and thank the year burned, that is, Mother Earth for all she gives us, gave us and for all that she will give us. Hi, I'm Lucas and I live in Ponotro. I am eight years old and I am in third relam. I wanted to tell them that they take care of the environment and that they also chase their dreams from children and that they can achieve it."
"e25","Alonso y la fiesta de San Pedro y San Pablo","Hi, I'm Alonso Quiroz, I am 11 years old and I live in Texas'verdes. Texas'verdes is close to the port of San Antonio. Here is the Maipo River and the sea. It is a very calm and beautiful place. There are many birds, the scratch, the royal heron and the tagua. There is forest, river and sea. I live with my mother named Patricia and my dad Francisco, my Tata Mario, better known as El Cacharro and my brothers Sofía and Emiliano. We also have some puppies, the boby and the rose, which had 4 puppies, are like white balls and we also have many cats. This is called a cow, because it looks like a cow. This is the target because it is missing a leg, it was born like this. With my brothers we are from the Maipo River Club, there we played, my striker brother and I to the arch. We played with Martín, Carlos, Juancho, the ""Guagua Chico"", the ""Mora"", the Emiliano and El Samir. Here in my house we all help, my mother always says all the monkeys dance. That means washing the cups, ordering and doing everything. What I like to do the most with my mother is bread. My mom puts water, salt and fat, and I amashed. Then it is done like a snake, it is cut into pieces and in bollitos and crushes with the hand. And the next Sunday, they get to the oven for about 15 minutes. They smell rich. In my family we are all fishermen, my tata, my dad and my uncle, all. I am learning and sometimes I go with my uncle Carlos to the river. With my brother we played from the fisherman with the small boat that my tata mario made us, we tied him to the big boat and there are times that when we take him to the beach we throw the stick network, everything. Once we put my dad's diver suit, we played to be fishermen, we made it caught jibias. My dad gets up early, when we are still sleeping at night. He gets dark to the sea, draws pejerreyes, tollos, corvinas, pejallos, salmon, smooth and sole. I really like to accompany him. There are times that the shore stays or he tells me come here to sign this and this other, and I say ah, now, is it deep or not? because it scares me. The networks are already leading, he taught me. The thread is grabbed, a triangle is made, it is tied, another triangle, is tied and a space, a buoy are set. Here my dad makes chinchorro fishing from generation to generation that did the Indians. There my dad when he enters the sea has to fight the waves with uncles. When the boat is giving the crescent there, the fish is enclosed, they are framed in the network. When my dad reaches the shore, I help him take out the network and come with fish. Once my dad caught 100 kilos, filled like 5 boxes, we sold everything in the cove and we took a lot of money and we were all happy. As we are fishermen every June 29, San Pedro and San Pablo are celebrated. San Pedro is the patron of sinners, we make a party in La Caleta, we make a breakfast with chocolate milk and a cake for all children. Then we play the races, race in bags, spoon and egg race, and the race to throw the rope. It is my favorite because I always fall. We take San Pedro from the chapel adorned with networks and fish that we make. It is a tradition to thank San Pedro, to take care of those who get into the sea like my dad, to always do it. I like that my family is fishermen and I will ever be one of them. Hello, I am Alonso Quirós and I want to tell you that the lakes, the rivers, the seas, that do not contaminate with a plastic bag or bottle, with garbage, cans, because that affects every living being that is in the sea."
"e26","Sofía y Juan Domingo, súper hermanos","Hi, I'm Juan Domingo and I am 10 years old. And I am Sofíam I am 12 years old. / She is my sister Sofia. We live in Santiago, Chile, here there are several hills. We are at the foot of the mountain range, sometimes the snow is seen in the mountain range, it is cold, and in summer we go to the pool, and the Sofi loves the pool. Sometimes we see how rabbits or mice. Yes, they are tiny as hamsters. Once we saw like a huge lizard, like one meter. And in summer there are many bugs, mosquitoes, they bite a lot. Zancudos and Alacranes. Here we live with my brother, mom, dad. Yes, our parents Carolina and Rodrigo. And our kitten the blanquitis. Blanquitis is a great rabbit and bird hunter. Birdies. What I like most about my house is the patio. Caracolitos, many snails. We have a garden where we all plant, there are many plants and trees. We have mint, matico, oregano and the cedron is the richest. We have a large patio where we go out to play. We really like to jump in the elastic bed, we jumped super tall, to the sky. At home we do several things together. We help clean, we put the table, but what we like most is to cook together. I love it. Sometimes we do pizza, it is the most delicious. First my dad makes the dough, and then yeast, flour and with my mother we put the sauce, cheeses, Pepperoni, tomatoes. I love cheese. It bakes a while and ñam, it is delicious. When we celebrate something at night we make a fire, the dad plays the guitar and the sofia and I sing. My sister likes music and dances a lot. Violeta Parra. He likes Violeta Parra, sings his song times. I love bicicross. They make jumps on a track. It is very fast and entertaining. Sofia likes to write and draw. He likes lilac and pink color. She says she is her favorite, she always chooses them for everyone. She is my friend, the Valentina. Her best friend is Valentina, they play, make up and paint her nails. My sister Sofi loves to touch the flute. Once he was lost, and we had to look for her everywhere. It is difficult for him to say some words because she was born with Dawn syndrome, that means that some things cost her more than others. She is a special girl. My brother, helped me to speak, I love you. I see that it runs slower and costs some words, but she strives to learn. There are some children who are making fun of my sister and I fight with them because that is not done. Now I am also teaching you for bike. When I'm sad, hugs me very strong. I hug him. Or when I fall, she runs to make me love. It is super magical because the shot is leaving the pain. I think people should learn that differences and people are very important because they make us special and should know what a person has Dawn syndrome. I would like to be when a great world champion of Bicicross, that is my dream. And Sofia. Doctor. He wants to be a doctor. And I think he will achieve it because that is his dream. Hello my name is Juan Domingo and this is my sister Sofia, she has Down Syndrome and I invite you to meet the children with Down Syndrome to come to play with them and know him and because they give them a lot of happiness to have friends to have friends ."
"e27","Sayuri, una niña shipibo-konibo","Hi, I'm Sayuri I live in Lima, Peru. I belong to the Shipibo Konibo ethnicity. We live in a place called Cantagallo near the riverbank of the Rímac River. My name in Shipibo is ""Metsa Rama"", which means a beautiful girl. We come from Paoyhan, it is a Amazon place near the Ucayali River, here there are many animals such as snakes, tigers, monkeys and nicknames, which are like very large turtles. The Shipibos came to Cantagallo, many years ago and made a community. Here in Cantagallo there is a very beautiful thing of our culture, on the walls of the streets there are many shipibas paintings because the shipibos are artists and artisans, we make crafts and paintings and embroidery. In the paintings there are places of the Amazon that remember where we come from, the community, the jungle and the animals. Here I live with my mother and dad, and my grandmothers are very close, they are great healers and shipibas artisans. Here in Cantagallo we have our school, where they teach us Shipibo Language, and my mother also teaches me many words, like Parranta that is banana and kenti that is a pot where Masato is taken, Jakun Yamekiri is good morning or Jakun Yannan that is good afternoon . I like to go to my school but now with Covid we can't go because it is closed and we make classes from the house, that's boring and very complicated, I don't understand much like that. But now they are doing a new school that will be bigger and more beautiful. I want to return and play with my friends to the plas! One counts and everyone else runs to hide to prevent them from caught, we play so much that I always return home as well as witch, disheveled and with a lot of land. My grandmother Dora teaches me Kené's tissue points, which is the traditional Shipibo fabric, it is sacred and very spiritual, designs such as Anaconda are painted that is very important for our culture because it is the spirit of the river, Yacumama. The Kené is done on the bracelets and for the crowns and links of the Unayas, they are healers who can see the future with the ritual of the ayahuasca, which is something only for adults. My grandmother Lourdes is a healer, she helps the people who get sick, use plants such as matico and eucalyptus, my mother cured her with her medicinal plants when she was sick and also taught me to heal with the seedlings. With my mom and dad we always go to Pucallpa, who is very distant but we go by bus, and I don't like it because I almost always feel good. Pucallpa is very beautiful, and it is full of trees and forests. It is very hot and there is the San José and San Francisco River, there with my dad we walked on their motorcycle and that is very entertaining. And there is also my puppy ""Doki"", which is very playful and mordelon. With my mother we cook typical shipy -sheds, how the Masato or the Juane that is for the celebration of San Juan Bautista, is done with chicken, rice and bijao leaves and olive and egg. The bijao are very large leaves, there are wrapped and the juane is made. In the parties we use a chitunti, which is a traditional skirt, mine was made by my mother, we danced the dance of Anaconda and Masha and we sing icaros and we also use Huayruro bracelets, it is like a talisman that always protects us. Being Shipibo is very important for me. I really like to belong to my community! The Shipibo are good people, artists and artisans, we paint and embroider and tell stories, we cure others with herbs and songs. Hi, I'm Sayuri Silvano and my name in Shipibo is ""Metsa Rama."" I want to tell you that they have no shame of their culture because it is very valuable, it is worth more than any gold and if they make fun of their culture, they ignore them, they are envious. Thanks for seeing me and chao."
"e28","Fabricio, un niño kallawaya","Hello, I'm Fabricio. I live in Averte, in Bolivia. It is very close to the border with Peru. It is a valley in the mountain range. It is cold and to heat and cook we make a little wood. Very close in Charazani there is a slope of Agüita Calientita. I have gone out once but it is very nice there. Here I live with my two little brothers, Pablo and Ayar, with my mother Dionisia and my father Nestor. We are from the Kallashaya people, a very important people that heals with plants. With its leaves we make matches with the eucalyptus that smells very rich, or the chamomile and the muña that serve for stomach pain. We speak Quechua, I know a few words. ""Jamuy"" means ""come"", and ""Wasi"" is our house. And here there is a river where we are going to wash the clothes. I go with my mother and my brothers. There first you have to sneak it and then we put it in the river. And we put a nylon so that the water does not take it and there is rinsed alone. Here in Averate there is a hill called Iskani, it means ""Sacred Hill."" I also call myself like that, Fabricio Iskani. There the adults are going to make offerings for the planting to leave good, because near there we have a little farm, where we plant potatoes, oca and corn. To sow first you have to remove the earth with tools. Here we call them Tajlla and Lauk'ana. Then we have to sow the seeds and sometimes we put guano to the earth. And so everything comes out stronger. We also take care that the flock does not step on it or that everything is eaten. I like to sow the goose that is orange, yellow and red. It's like a very long, sweet papite. It's Miski, rich, I really like it. Here in Avetee we celebrate the IRWI party, the beginning of the harvest. We do it a week before the carnival and all of the people participate. We dance and eat the first products of the year. We eat a lot of hot soup. We also have guinea pigs. We have as 1.2, 3, like 15. They are small, with large, hairy teeth, some are white and coffee. Some are coffee, black and white. And with black they have also been born. They are very fast and always escape. In the morning I go to school, I really like to go. There they taught us that the Kallashaya people gave us a world prize, for our culture and for using plants as medicine. This is very important. In my school we celebrate many parties. Like Mother's Day, the yote party. We recite and dance and play pinchillo, I like it a lot. With my friends William, Carlos and Kevin we play the spin, which is a timber with a metal tip that is entangled in a guato and throws it to the ground. There it turns and turns. We also play Richi, which are marble. I have 10, some white, black. I also have blue and red. And there you must try to hit them with the others. You have to launch them and make villar and if you hit you with the marbles. The Kallawayas have healers. My two grandparents Máximo and Rodolfo are Yachaq. Then they visit the sick and see what disease they have. And they use plants, they make mates to heal them, such as the Wira-Wira or Chullca-Rumi-Qwea, for the cold. I like to be Kallashaya, my dad tells me that we are a very valuable town. I also believe it. In loaning the earth is very sacred. We value nature a lot and also heal with seedlings. And when I am great I would like to be Yatiri as my grandparents, tour our rich territory and cure the people of diseases. First I want to greet all the children in the world. I want to tell you about the health issue. You have to take care and protect yourself too, and you also have to use medicinal plants because you have to trust the natural. Chau to all and many hugs from the Kallashaya nation."
"e29","Tainá, una niña guaraní de Brasil","Hello! I am Tayná and I am a Guaraní girl. Tayná, a Guaraní girl from Brazil. My name means morning star, I live in the Itaoca village, in Sao Paulo, Brazil. We are like 60 people. I live with my mother, my dad and my little brothers and my little brothers, alifi, the baby and with my dog ​​Cunhá, it means woman, I did not know how to put on her but as is female I put it like this, she always wants to play. Here the houses are built with mud, wood, palm leaves and tiles. Ours made my dad and my uncles helped him. Here we have our school, a pharmacy and the OPY, which is very important for us. There we are going to pray to Nhanderú that is our Guaraní God, sometimes we sing and dance. And sometimes my grandfather smokes the pipe with tobacco leaves. Near our village there is a stream. There we are going to play and sometimes I take out some shrimp, once I grabbed a very big one! In Itaoca it is very hot, and also falls a lot of rain and that is why there are fed up trees with different very rich fruits; There is palm tree, papaya and banana and jaca, which is a very, very large and very sticky fruit. I like it because it is very sweet. We also plant some things such as corn, watermelons, carrots and cane, which grows super high. In Itaoca you can see different animals, the coast is like that, Armadillos and if they are scared they become ball, the bales that have very large teeth. I like many things with my mother, talk, help her wash the crockery and do baskets with taquara and serve to keep many things. And together we do mbojapé, which is a pancito, it is done with wheat or corn and water, it is put in the embers and it is very rich. In my school we are like 10 children, they teach us mathematics, Portuges, but everything in Guaraní because it is our language. What I like most is to eat the collation and play Koti'jere, which is so, rotates, rotates and you throw yourself to the ground. The Guaraní we celebrated in September the ara'pyau which is the new year, we celebrate the renewal, we ask for blessings to Nhanderú, the sacred spirits visit us and collect Ka'a, yerba mate that is super important for the celebration. And in the OPY we dance a dance only of women. We paint our face when we menstruate and when a baby is born. We use a paint that is done with Jenipapo and paint the same as the claws of the Araracuan bird, it is like a protection for us. We also have many legends, one is about the grandmother who becomes a jaguar and all the people are eaten. It scares me a lot. My dad always scares me with this, that gives him a lot of laughter, so I'm super careful when I go out at night. We are the Guaraní Mbya ethnicity. Nature is very important for us, also our language and traditions. We respect the spirit of water, animals and plants. The power of nature is very strong and the respect we have for it is very great. Hi, I'm Tayná, I let Pichintún record me, I was very happy although it gave me shame. But then he didn't give me shame. And when they leave I will be sad, I hope you like my people and my chapter."
"e30","Lisardo, un niño maya de Yucatán","Hi, I'm Lizardo and I live in Tipikal Maní. Lizardo a Yucatecan Mayan child from Mexico. Tipikal is a community of the state of Yucatan in Mexico. It is known as the magical town because it is very beautiful. In everything Yucatan there are cenotes that are wells with a lot of rainwater. People use it to have water and also bathe. In peanuts there is a very deep one, the cenote I'k'aankaba, gives me a little fear because it is very deep and I still do not know how to swim. In the center of the town there is a very, very large bush, it is a CEIBA, it is a sacred tree of the Maya, it has many thorns and says the legend of Xtabay that a very pretty girl comes out at night inside and catches men. Here in Tipikal it is very hot and it rains a lot and there are very delicious fruits. The carambola that has a star shape, there are sweets and there are acids, I like the sweet. There is also the Choch that has a huge seed and is the chicazapote that is the favorite of my little pig because you always eat those who fall from the tree. I live with my mother, my dad and my sister and my house is one of the oldest and most traditional in Tipikal. The walls are rocks, the roof is of a guano leaf and my grandfather built it. Outside we have a candle and a stove to cook the meals, we do tortillas. To turn it on we will collect firewood with my dad. I have a white chivito that is called cuernitos and we played the Torito. I call it that way, come buttocks! And I run away, he pursues me and fouls to me. I also have a dog called bear, and a cat called Blan that means Jaguar in Maya. I really like animals and when it's big I want to be veterinarian. Here is something very traditional that are embroidery. And I like to embroider. One day I saw my mother doing it and I said: I want to learn! And she taught me. They say that to embroider well you have to do Jaxbil, which is to pass your hand on a snake. One day my dad went to the mountain to look for firewood and found a rattle and brought it to the house and I carefully stroked her, then my dad returned her to the mountain. I think that's why my embroidery is very nice, she pierced my powers. Now I make a cross point, you are telling the squares and forms the drawing. I already embroidered my bag for my pencils, I also make tapping and purses. Then with my mother I will sell you to peanuts. Here almost all have meliponaries that are to raise meliponous bares, they are very small and workers and do not have stinging sting. With my mom and my aunt we take care of them. Sometimes some fall into the water, there I take them out and loose them and you have to rescue them. Honey we eat or make drops to cure eyes, soaps and creams. We also make coconut sweets or pumpkin pepitas with honey and to thank you, we make a party every May 20 the Jalma Waaj. We make an altar with a little honey, some flowers, a little water and a little Sakab, which is a corn drink, everything is put on a table in jicaras (the fruit fruit) and we sat next to them to eat Tortillas with beans. I have several friends Yura, Iván, Isacc and Santiago and I miss playing with them to the spin and the marbles. But the most entertaining here in Tipikal is to fly Popes. It is done with a taj that is a thick timber, you put bags or paper, run away in a air time and can take to heaven. Once I did one that almost escapes me. He arrived so up that almost runs on the airplanes. In Tipikal we have many parties like Hanal Pixan which is the day of the dead. We took chocolate and eat pancito and make offerings with what they liked to eat dead. We make a path with orange and yellow flowers, so they know the road and come a little while to visit us. There is also the party of the pa'puúl, there we ask Cháak, god of rain, which rains a lot. We do it in the atrium for San Juan Bautista and we carry singing, with frogs, snakes and iguanos, we break the pitcher and run away and go to the mountain. Here in Tipikal Maní we are Maya and that is very important for us. It is a very special culture. I always think Kaláantej Maayat'aano ', which means ""Take care of the Mayan language"", this is to learn and speak it to last forever. Hi, I'm Lisardo and I am from Peanut Yucatan, I come to tell all the children that we must take care of bees and adults who stop fumigating with bad chemicals for bees, if not, they die."
"e31","Asly, una niña moxeña","Hi, I'm Asly and I live in San Ignacio de Moxos. ASLY, a girl from Mojeña, Bolivia. San Ignacio de Mojos is a town that is in the department of Beni in Bolivia. It is known for being the folk capital for its dances and dances and being a very spiritual place. Here in San Ignacio we belong to the Mojeña community, that's why we speak Ignaciano Mojeño. For example, Tata, means dad or lord, meme means; Lady or mom, and for example Picharacuaya means how are you? Nuti Nujaire Asly means I call myself Asly and Azurupalla means: Thank you. There is a place that I like a lot is the museum called Viñu Papapica Euta Vicarau Uvimutu, there are many things that tell the story about our Mojeños ancestors. In San Ignacio de Moxos there are about two climates, in rainy time it rains a lot and in the time of drought is very hot. Here in San Ignacio we have trees with fruits that are very rich such as orange, papaya, lemon, guava, and pachio, the pachio is yellow and very sweet, with them you can make very refreshing juices, such as that of the Guayaba, who is my favorite. There is a very special place, a lagoon that gives water to all the people. His name is the Laguna de Isireri, it means large anguila. People are going to bathe to the lagoon and is very refreshing. Sometimes the water becomes murky and becomes little and then becomes crystalline and a lot of water. I live with my mother, my dad, my brother, my grandmother, my aunt, my uncle, and my cousin Thiago. And I have my aron little brother, I teach him to read, the numbers and many more things. I have my grandmother's name is Nahir, I love him Mommy Nahir. I helped you peel the potatoes, onions, thus the vegetable, the carrot and the tomato to make a rich salad and we always sleep together. I have 11 chicks, I have one called pollin, another chick, chick, queen, pio, black, chick, black, restart and many more I have and are very noisy. They go up here, they get on me here and make me laugh because they think I am their mother. They follow me everywhere and get me through my head and my shoulders. And they come together and I give them their meal and your eaglet. But one day one died, he was called Bold and that was very sad. The Mojeños are known for agriculture. We sow corn, rice, cane, banana and cassava. With my dad we go the field and to the chako we go on the horse and I take my chicks in his Asaye, which is a basket made with motorcycle leaves. There in the field we prepare the Earth, we clean it to make it beautiful so that the tiger does not come and eat it to the vaquita. The Mojeños are great fishermen I like to fish. My dad taught me, we are going to fish to the Cenero River. We go in the canoe, we look for a wand, we put a pitita and its hook. We wait for a while and fish the piranhas, then we cook them, we can make a fried Sudao or Piraña. In San Ignacio de Moxo there is an orchestra, and a music school, where they teach children to play instruments, such as the traversa flute, the flute, piano, violin. And I am touching the piano and I am learning has touched the flute a little, traversa. We have a very beautiful party called the ichapekene feetta, which means big party. Here comes people sometimes from other countries to see our party. Oh and there is a super fun thing the bound stick, here people get on and fall. We do the Tintirinti procession and there are fed up dances with different costumes. There are the macheteros, the Actu who represent our ancestors, our grandparents; There is the sun, the moon, the star and the tiger. I get out of Moperita, I am with my hat and my guy. I go out with my grandmother and my dad plays the downturn that is made of Paya leaf. And dancing we thank the Holy San Ignacio for taking care of the people. The Mojeños are a very old and valuable culture. I am very lucky to have been born here in San Ignacio and belong to the beautiful Mojeño town full of culture and traditions, it is unique in the world. Here we are in the Isireri lagoon and today I came to give them a message. Take care of Tatá and the Meme, who are the ones who teach us, grandfather and grandmother. Take care of your pets and your animals. Value your family."
"e32","Marlon, un niño yahuas de Perú","Hello, my name is Marlon and I live in the Amazon of Peru. Marlon a boy Yaguas from Peru. We are a Native Yaguas community, we live on the shores of the Momón River, here it is surrounded by rivers and trees, and can only be in boat, after an hour of travel. My community is called a new life, we are like 200 people. It almost always is very hot, sometimes it starts running wind and starts to rain the super strong. The Yaguas are great fishermen, my parents and my grandparents taught me. There are three types of fishing: Tarrafear, it is a network where you catch the fish; Anzuelar, is done with a cane and nylon; Flying is done with pure nylon and without cane. In the river you get fish like Cahuara, Bujurqui and Sungaro. Here in the community there are many animals, chickens, dogs, viboras such as Naka Naka and on the mount . In the river there are buffers, they are pink dolphins, they are very large and beautiful, once with my dad, we catch one with the network, but we leave it free. And there are also anacondas, almost always on the shore are very large and super long snakes. They are very dangerous because they catch animals to eat, I am very afraid. Sometimes they change the skin and leave it thrown away, with that skin bracelets, necklace and earrings are made. The river is very special for us Yaguas, because we sail, it gives us food and we also bathe, that is very fun, I go with my brothers and my friends. I am super good swimmer, my mother and dad taught me. I really like to swim and I really like spray. We climb to a large rock, we go to the water, the one that wins the most around. I live with my mom, my dad and my brothers Lislao and Angelo, with them I like to play football. Sometimes we play in the mud, we are very good. With my friends we play football and kiwi, there you put chapitas on the floor, then with the ball you give the chapita, you have to throw them all to win. And I am also going to school and we learn many things. I like to read. But for the Covid I have not been able to go. We listen to classes on the radio. I don't like it that way, because I like playing with my friends there. With my dad we always cut and collect firewood to be able to roast fish, my potato teaches me to hunt and carve the pate. The Pate is like a ball and a mask is split. I do crazy that are like long cerbatanas. Before it was to launch arrows, I do them to sell to tourists. With my mother we make bracelets, necklaces with the chambira, which is a plant that is weaved, we put the seeds of Huasai and Huairuro. We also sell them to tourists in Maloca. The community always comes tourists, we do the Bujurqui dance, when tourists come. The curaca that is the boss, touches the hype. I put my shampa, made with fiber of the water tree. What Yaguas have many legends, one scares me very much but another. The Shapchico is the spirit that protects the animals from the forest, deceiving hunters, makes false footsteps so you can't find it. The Yagua are a special tribe, we live in the jungle very calm, we hunt to feed ourselves, we do not like noise like the city. I like the river and all my community. I like to teach people how our customs are. Hi, my name is Marlon, I live in the Yagua community. We are great fishermen, we take care of what surrounds us. Chao, thanks for seeing us."
"e33","Arony, un niño de Salvador Bahía","Arony, a child from Salvador de Bahía, Brazil. Hello! I'm Arony a child from Salvador, Bay. My dad told me that Arony means the guardian of the leaves. Salvador is a very beautiful city. It has many beaches and parks. There are three lanterns, the bar, the Itapuá and that of Humaita, which serves to illuminate the road of the ships. The port of the Salvador arrives super large ships from different parts of the world, Japan, Portugal, Germany and Chile. I live in Cerro Castillo Blanco with my dad Lee and my grandmother Amerinda and my mother Michelle lives in another place, in San Antonio, in the center of the city. I'm always going to see her and we go to the beach together. My house is full of trees because my grandmother loves nature. We have aplanga and cocoa tree, that is my grandmother's favorite. Here in Bahia a long time ago, but very hot, so we always take picolé, which is a super rich ice cream. And they sell it like that! And a bell rifes, there one runs to buy one. There is flavor to corn, kaja and gabiola. The one I like the most is chocolate. With my dad we always go to the stadium to see Bay's games. He is graffiti artist and paints walls about 50 meters. He already painted African things and now he is painting another very large wall. I like to accompany him and see him paint, sometimes I help him a little. I think it's a great job. I have a cagado called Alice and it is dirt, he likes to eat many noni leaves. My grandmother flame her and all the time bites people. It looks like a dinosaur, I love dinosaurs, I'm always drawing them. I like velociraptor, it's fast and hunter. I have a notebook full of dinosaur drawings. When I great I want to be a paleontologist. I really like playing football on the neighborhood court. Sometimes we play without shoes because it is earthly, there I play with my friends Octavio, Lucas and Gabriel. And I like to play goalkeeper and I'm very good. Most in bay are Afro -descendants. The candomblé is the African religion and we go to the Terreiro which is the temple. Orixás are gods and protectors. In the Tororó dike are the statues of the Orixás, they are on the water and are super great. It is oxum, ogum, oxóss, xangô, oxalá, iemanjá, nanã e inesã. I like Oxum, it's beauty and fresh water. Here there are many places that talk about the history of blacks. There is the Church Our Lady of the Rosary of Blacks, there all the saints are black, because before the blacks were slaves and were brought from Africa and were sold as things in the market. And they were mistreated, they were not free and that is very sad and unfair. But there is a very entertaining thing, they are the meetings of Capoeira. The Capoeira is a fight dance, it is fighting but no one is holful. There is music, with Berinbao, Pandeiro, there is sung and fights to the rhythm of music. And we have many parties and ceremonies such as the Bomfim Lavangen Festival that is close to my birthday, there all people dress in white and the bays wash the stairs of the church. And there is the feast of black consciousness that is November 20 and we remember the Zumbi of the Palmares, he was like a superhero for blacks, because he helped his people be free, what is something that all people have to have. I love living here and doing great things with my family and my friends. Hi, I'm Arony, a boy from Salvador Bahía de Castillo Blanco. I hope you like my experience and my video, and my friends and my parents. Bye bye."
"e34","Sofía, una niña nahua","Hi, I'm Sofia I live in Tepoztlán, Mexico and I am a Nahual girl. Sofia a Nahual girl, Mexico. Tepoztlán is a very nice place. There are many trees, it's hot and it rains a lot. Above the Tepozteco hill there is a pyramid, the Tepozteco pyramid. My mom tells me that when there is a storm you can see the rays fall but that is very afraid. The place that I like most in Tepoztlán, is the Zocalo, is a place where there are red chairs with a techito, you can go to rest or you can get on the trees, I always go with my mother. I live with my mother Cinthia and my dad Asael, my mother is a nurse, and works at the Women's Hospital, now with Covid she has been working hard. I get sad not to see her so much but I am happy to help others. With my dad we do many things, we play freezbie, we walk by bicycle and as I like football, we always attend the games together. My ball is white, with pink and black, we played with her! I have a cat called Colorín, sometimes he doesn't like to play with me but my dog ​​spark yes! With her we fight for the ball. I also like playing with my dad with him we always play football, but he always wins me because I'm little but one day I will beat him. I go in 2nd Primary, my aunt Monserrat, to which we say mon, is the physical education teacher and sometimes picks me up on her motorcycle and takes me and I love that it takes me !! And when it rains the water from the pudic pudica! What I like most at school is playing with my friends and my premium Mayoli but now it's sad, I can't go to school for pandemic, you can only connect, that is boring. I miss my colleagues. Tepoztlán has a very rich thing. In the town you can eat snow, they are ice cream of many flavors, some have chili or alcohol but there are also strawberry, lemon, pineapple and coconut and I have also tried strange flavors such as rose petal that is like soft but My favorite is the cookie. My great -grandmother Manuela lives very close. I'm always going to see her. She has taught me some words in Nahual as Mistli that means cat and chichito that is puppy. We also do many parties where there are meals and fireworks dances and sweets !! The one I like the most is the Carnival, it is a very fun party where children are going to jump. We put on a chinelo suit and wait for the music band to arrive. Everyone in the town participates in the party, and each one has their suit. Mine made my grandmother. He has some ornaments that I chose, a bunny, a puppy and a butterfly. My grandmother embroidered them, they were very pretty. My suit also has a hat that my grandfather who has some perlitas, which moves when dancing. Another party that I like is the day of the dead. There we disguise ourselves. I once dressed in skull and katrina. My favorite is the vampire. The children go out to ask for sweets, we carry Chilacayotes, mine did it with my dad and in the houses families make offerings for those who have already died. We put candles and things that the dead liked. We put a piglet and bread for my Lupita sister who already died. Here we have many legends about Quetzalcoatl which is the feathered snake of the Nahuas. One day Quetzalcoatl, with a man's body, went out to look for corn because everyone was very hungry, was tired, and hungry. I stop to rest and saw a rabbit. He told the rabbit that I think I'm going to starve and I will not be able to return with corn to save men. Then the rabbit told him, you can't die, eat me, let me hunt and so you can find corn and save men. Quetzalcoatl took it and uploaded it to the moon. I will not kill you, he said, nor will I eat you and put you where you can illuminate everyone with your goodness. I like this legend. I think that legends are special and very entertaining and it is very nice to meet them and it is best to tell them other people and other people and other people."
